0,1,2,3,4,5,6,7,8,9,10,11,12,13
4238.59,3948.846,4195.0,4198.077,4025.0,4198.718,4180.513,4207.821,4191.795,4223.59,4269.487,4211.282,4182.949,4206.026
4231.41,3943.205,4195.513,4197.821,4025.641,4203.333,4181.154,4226.282,4199.615,4226.282,4263.077,4215.385,4184.359,4199.359
4220.769,3942.692,4184.615,4189.872,4030.0,4200.897,4174.615,4219.103,4200.128,4219.231,4254.615,4203.462,4173.205,4184.872
4210.769,3939.103,4170.256,4181.667,4027.436,4202.051,4162.051,4176.538,4179.872,4203.077,4243.205,4188.462,4165.128,4170.385
4211.282,3937.308,4168.846,4182.692,4025.0,4203.205,4169.231,4177.821,4182.564,4205.385,4242.051,4192.949,4170.769,4172.692
4221.538,3947.949,4181.795,4191.923,4026.154,4189.872,4187.051,4223.205,4207.821,4229.615,4260.769,4209.487,4184.487,4191.026
4224.103,3951.026,4191.795,4192.308,4024.487,4178.974,4182.692,4206.154,4191.538,4230.0,4261.282,4214.359,4187.564,4199.103
4225.513,3946.026,4194.872,4187.051,4017.821,4188.077,4171.795,4154.231,4163.974,4217.436,4248.205,4214.231,4184.744,4198.077
4233.077,3960.513,4199.231,4195.641,4019.744,4200.0,4178.077,4170.641,4183.333,4234.359,4259.615,4224.359,4198.077,4208.718
4236.667,3976.923,4204.231,4203.718,4032.692,4199.487,4191.154,4216.026,4207.051,4249.872,4272.436,4232.821,4214.487,4217.308
4235.513,3973.59,4205.256,4195.128,4042.692,4201.667,4190.513,4215.769,4201.667,4239.615,4259.359,4232.821,4209.359,4212.949
4226.41,3964.359,4196.282,4184.744,4039.615,4205.897,4182.179,4184.231,4190.256,4228.205,4239.231,4224.487,4195.128,4204.103
4215.641,3961.795,4186.282,4184.872,4036.795,4204.231,4184.359,4187.821,4190.641,4225.769,4236.923,4217.821,4195.0,4200.641
4220.385,3965.897,4193.462,4186.154,4049.872,4208.59,4186.923,4223.205,4200.385,4227.179,4245.0,4224.615,4200.256,4204.615
4225.641,3969.231,4199.872,4184.359,4060.128,4217.051,4182.692,4216.667,4198.462,4230.0,4243.974,4228.59,4196.282,4205.769
4218.718,3971.538,4194.103,4187.692,4052.308,4208.462,4185.897,4189.103,4194.744,4234.872,4240.769,4221.538,4196.538,4205.513
4214.487,3974.103,4193.333,4189.231,4037.308,4191.923,4192.692,4198.205,4208.333,4240.385,4243.974,4219.231,4206.538,4208.846
4207.692,3971.667,4191.667,4180.128,4035.513,4207.821,4185.897,4196.667,4201.923,4232.949,4234.231,4215.513,4201.923,4204.872
4208.59,3976.41,4190.0,4178.718,4047.308,4221.026,4185.256,4193.974,4191.538,4228.205,4224.615,4215.256,4197.436,4204.359
4227.051,3988.462,4203.974,4192.179,4048.205,4191.41,4203.846,4221.154,4207.949,4242.564,4240.385,4229.615,4210.256,4216.41
4228.59,3983.846,4205.128,4194.615,4044.744,4174.744,4207.564,4226.026,4212.436,4245.128,4249.231,4230.641,4209.487,4216.795
4210.0,3970.385,4186.41,4176.923,4049.487,4199.487,4196.667,4209.103,4199.615,4226.282,4230.641,4212.821,4189.231,4199.487
4209.231,3977.564,4187.949,4168.974,4051.282,4212.564,4200.897,4215.769,4201.282,4223.205,4220.385,4210.128,4186.282,4195.897
4219.615,3992.436,4204.359,4182.436,4047.692,4198.077,4207.308,4223.077,4208.846,4241.795,4235.897,4224.103,4205.769,4209.744
4221.026,3995.897,4205.769,4191.154,4055.897,4192.692,4195.0,4219.615,4217.949,4253.59,4249.359,4232.949,4217.692,4217.436
4213.077,3991.538,4195.128,4180.0,4066.41,4204.231,4184.487,4203.974,4217.692,4238.59,4231.795,4222.564,4203.974,4209.231
4201.795,3989.231,4185.513,4167.179,4058.718,4204.872,4188.974,4184.615,4198.462,4215.256,4207.564,4205.256,4183.462,4197.051
4202.949,3997.564,4186.026,4173.462,4049.359,4187.949,4194.872,4191.026,4196.667,4220.0,4213.462,4207.179,4185.769,4200.385
4201.282,3997.692,4186.282,4175.513,4050.128,4189.872,4188.974,4197.436,4206.282,4220.769,4213.333,4208.59,4189.359,4204.615
4186.667,3984.103,4177.821,4159.487,4048.846,4208.59,4173.205,4186.923,4197.308,4193.462,4190.897,4197.308,4174.231,4194.231
4196.026,3992.692,4182.564,4159.487,4050.0,4202.051,4177.179,4196.154,4197.949,4200.128,4201.795,4208.846,4180.385,4196.026
4229.103,4020.0,4206.154,4178.718,4061.667,4188.462,4201.41,4208.333,4212.051,4242.308,4236.923,4236.795,4210.513,4219.872
4242.692,4034.615,4220.641,4189.615,4070.256,4199.103,4211.923,4210.641,4218.974,4258.205,4252.564,4250.897,4227.692,4233.974
4236.667,4038.718,4217.051,4186.154,4073.462,4206.923,4207.051,4226.923,4223.333,4254.744,4252.692,4254.487,4225.641,4226.026
4227.308,4035.385,4205.256,4176.282,4073.59,4195.256,4196.923,4227.821,4216.026,4244.744,4239.872,4243.205,4213.205,4212.564
4218.077,4024.744,4199.615,4167.308,4064.359,4189.615,4189.487,4202.692,4201.026,4226.154,4219.615,4222.692,4202.821,4205.641
4217.997,4029.343,4199.968,4169.615,4069.183,4190.016,4188.045,4201.186,4201.042,4225.288,4216.106,4221.891,4202.74,4205.673
4217.917,4033.942,4200.321,4171.923,4074.006,4190.417,4186.603,4199.679,4201.058,4224.423,4212.596,4221.09,4202.66,4205.705
4217.837,4038.542,4200.673,4174.231,4078.83,4190.817,4185.16,4198.173,4201.074,4223.558,4209.087,4220.288,4202.58,4205.737
4217.756,4043.141,4201.026,4176.538,4083.654,4191.218,4183.718,4196.667,4201.09,4222.692,4205.577,4219.487,4202.5,4205.769
4217.676,4047.74,4201.378,4178.846,4088.478,4191.619,4182.276,4195.16,4201.106,4221.827,4202.067,4218.686,4202.42,4205.801
4217.596,4052.34,4201.731,4181.154,4093.301,4192.019,4180.833,4193.654,4201.122,4220.962,4198.558,4217.885,4202.34,4205.833
4217.516,4056.939,4202.083,4183.462,4098.125,4192.42,4179.391,4192.147,4201.138,4220.096,4195.048,4217.083,4202.26,4205.865
4217.436,4061.538,4202.436,4185.769,4102.949,4192.821,4177.949,4190.641,4201.154,4219.231,4191.538,4216.282,4202.179,4205.897
4218.205,4063.974,4206.538,4188.718,4098.077,4213.59,4186.282,4201.667,4205.128,4226.41,4193.077,4224.231,4202.821,4214.359
4220.641,4064.487,4211.41,4192.564,4080.897,4210.128,4191.154,4221.538,4217.821,4230.256,4197.692,4230.513,4206.154,4220.513
4217.436,4056.538,4207.821,4184.744,4080.769,4201.41,4184.359,4197.949,4207.949,4226.667,4191.923,4221.282,4206.923,4214.231
4214.359,4050.385,4201.923,4177.436,4086.667,4198.462,4183.718,4176.667,4194.231,4223.846,4185.256,4213.333,4205.513,4211.41
4218.205,4060.128,4205.128,4188.333,4085.256,4195.385,4192.179,4196.282,4204.359,4226.923,4190.641,4221.538,4205.641,4221.923
4216.923,4062.436,4202.949,4187.821,4081.41,4200.641,4186.667,4200.641,4203.846,4215.128,4183.077,4219.744,4191.538,4215.769
4215.897,4058.462,4199.872,4173.846,4085.128,4201.282,4180.128,4184.359,4189.487,4203.205,4172.308,4213.59,4179.615,4204.615
4216.795,4065.769,4201.667,4170.128,4098.846,4195.769,4182.821,4175.128,4185.641,4200.897,4168.462,4214.744,4182.436,4208.205
4212.051,4071.41,4199.231,4172.179,4109.872,4203.846,4182.436,4184.359,4195.513,4193.846,4163.59,4209.872,4177.436,4205.513
4218.077,4075.897,4203.205,4175.769,4107.436,4213.077,4191.41,4206.154,4212.564,4201.667,4177.308,4215.256,4174.744,4202.949
4238.974,4090.385,4218.846,4184.744,4092.308,4195.0,4209.615,4211.282,4216.923,4225.385,4204.359,4235.0,4191.795,4222.051
4237.308,4096.923,4221.41,4187.051,4087.821,4180.897,4204.231,4205.128,4208.205,4226.538,4203.718,4234.231,4194.231,4227.564
4214.744,4081.923,4204.744,4175.0,4095.0,4198.718,4185.256,4197.949,4201.795,4204.103,4189.103,4216.026,4175.513,4207.949
4212.436,4072.308,4198.59,4167.308,4081.026,4201.41,4179.487,4187.436,4200.641,4196.538,4197.179,4212.692,4175.385,4204.744
4217.564,4079.744,4203.077,4170.641,4060.128,4181.538,4172.051,4181.282,4193.333,4199.231,4201.41,4214.872,4179.872,4210.256
4207.179,4083.846,4199.487,4172.692,4072.821,4185.897,4156.667,4181.154,4184.872,4188.462,4186.538,4202.564,4162.692,4196.795
4194.487,4077.051,4184.359,4164.231,4086.154,4205.769,4150.897,4172.179,4184.872,4167.564,4172.692,4183.718,4144.231,4178.462
4200.256,4078.974,4181.154,4162.949,4068.718,4191.667,4161.667,4168.59,4184.615,4164.487,4179.487,4187.308,4150.256,4186.667
4214.744,4092.308,4194.872,4174.359,4063.333,4155.256,4175.641,4176.41,4184.872,4181.538,4195.0,4208.205,4166.923,4208.333
4213.718,4091.667,4196.41,4171.923,4078.718,4150.385,4173.974,4173.59,4185.513,4182.821,4190.256,4208.462,4166.538,4204.103
4201.667,4079.744,4185.385,4161.667,4082.564,4177.436,4158.59,4168.462,4185.0,4165.769,4171.154,4190.256,4153.077,4183.205
4190.897,4076.41,4177.051,4160.513,4085.641,4196.795,4144.744,4163.333,4179.744,4151.795,4156.026,4179.615,4141.154,4172.436
4191.923,4078.718,4179.103,4162.692,4089.103,4192.436,4152.564,4171.41,4181.41,4158.462,4157.179,4186.41,4145.513,4176.41
4208.205,4084.103,4194.103,4165.256,4079.615,4182.692,4176.538,4193.974,4194.744,4181.538,4172.821,4203.077,4163.974,4190.769
4219.872,4090.769,4202.436,4172.051,4086.154,4182.564,4177.564,4187.692,4191.282,4187.564,4180.641,4211.41,4172.692,4200.0
4207.692,4084.231,4189.359,4171.667,4106.538,4183.718,4156.026,4158.077,4169.487,4166.795,4169.231,4202.436,4160.513,4189.231
4189.359,4070.256,4177.436,4162.179,4092.949,4174.744,4156.923,4157.308,4160.769,4156.026,4161.667,4191.538,4152.564,4179.744
4195.0,4078.077,4184.359,4164.744,4070.128,4167.051,4181.667,4183.846,4175.897,4170.256,4169.615,4195.513,4165.513,4187.821
4201.667,4090.385,4189.231,4167.821,4075.513,4177.564,4182.308,4190.385,4190.0,4176.41,4170.769,4198.974,4172.564,4190.641
4190.769,4081.795,4180.385,4159.872,4088.974,4195.256,4160.256,4168.846,4183.077,4163.846,4158.974,4188.846,4159.103,4179.359
4186.538,4078.077,4178.974,4157.821,4094.487,4186.026,4153.59,4155.256,4173.974,4156.667,4148.077,4185.0,4152.308,4176.667
4200.385,4093.333,4193.205,4171.923,4097.692,4162.821,4168.077,4167.949,4176.154,4166.667,4150.513,4199.103,4164.359,4190.897
4203.59,4100.0,4198.718,4177.436,4109.359,4173.846,4176.923,4179.744,4182.564,4176.026,4155.641,4203.974,4169.744,4196.538
4188.462,4092.308,4186.41,4166.538,4122.821,4199.359,4167.436,4168.59,4181.538,4173.205,4147.051,4190.128,4157.821,4185.641
4182.436,4091.923,4182.436,4164.487,4114.231,4195.385,4161.538,4162.051,4179.487,4168.462,4136.667,4184.872,4153.333,4182.564
4187.179,4101.026,4189.615,4172.179,4098.205,4179.615,4167.436,4177.821,4185.256,4171.282,4142.949,4189.872,4164.615,4189.615
4183.333,4103.205,4184.487,4171.795,4117.308,4193.077,4166.282,4180.641,4181.667,4171.282,4147.436,4183.718,4164.231,4186.026
4181.282,4101.538,4180.128,4166.923,4140.256,4211.154,4167.179,4169.487,4176.154,4171.538,4146.41,4181.282,4156.923,4183.974
4196.282,4103.846,4192.821,4174.103,4127.821,4196.538,4184.744,4179.231,4186.538,4181.154,4159.487,4202.308,4169.359,4197.051
4208.846,4110.256,4204.872,4188.718,4118.974,4181.026,4195.0,4191.795,4192.692,4190.128,4169.359,4217.308,4182.821,4205.0
4206.282,4117.179,4208.077,4190.641,4126.538,4197.308,4191.41,4182.564,4184.615,4191.667,4163.462,4210.256,4178.59,4203.718
4206.923,4120.513,4212.564,4187.051,4126.795,4207.308,4199.359,4189.872,4191.667,4198.718,4170.128,4212.692,4178.718,4207.051
4205.769,4116.282,4212.051,4187.564,4128.333,4206.282,4197.564,4210.256,4204.744,4203.205,4177.308,4217.564,4184.231,4208.205
4192.949,4110.897,4197.179,4184.615,4138.718,4219.359,4172.949,4187.051,4188.077,4181.923,4157.564,4199.359,4168.974,4197.051
4193.718,4118.205,4195.0,4181.795,4136.923,4208.333,4173.59,4163.718,4177.179,4173.846,4153.718,4197.179,4161.795,4196.41
4205.641,4124.615,4206.282,4185.641,4128.718,4187.564,4192.692,4181.282,4191.026,4197.436,4173.974,4219.744,4178.333,4205.769
4203.077,4122.179,4203.59,4187.436,4135.0,4205.769,4186.282,4186.795,4191.41,4201.795,4172.436,4215.128,4180.641,4202.692
4198.846,4123.077,4196.538,4186.154,4144.744,4221.923,4180.256,4179.231,4186.026,4187.564,4163.718,4199.231,4170.256,4195.641
4201.795,4124.615,4201.154,4185.897,4140.769,4210.128,4192.692,4191.41,4196.667,4192.308,4174.487,4208.974,4174.103,4199.103
4203.59,4126.282,4203.333,4187.308,4135.897,4207.821,4194.103,4192.821,4198.59,4198.974,4182.949,4218.718,4182.308,4203.077
4203.333,4127.179,4196.538,4188.333,4147.051,4213.077,4178.205,4176.282,4187.949,4185.0,4173.077,4205.128,4174.103,4193.077
4199.872,4119.103,4193.59,4183.333,4141.026,4195.256,4173.462,4180.256,4190.641,4172.821,4164.103,4194.615,4163.462,4181.026
4197.051,4111.026,4195.128,4175.256,4106.667,4173.59,4183.333,4185.897,4191.667,4173.333,4166.667,4198.974,4165.513,4182.692
4197.821,4110.0,4194.615,4170.513,4096.154,4171.795,4188.077,4176.154,4185.0,4175.641,4170.385,4201.667,4168.59,4188.846
4195.769,4108.077,4194.103,4169.359,4118.974,4184.103,4182.051,4184.103,4199.487,4180.641,4168.205,4203.077,4165.128,4187.821
4193.462,4111.667,4196.923,4169.615,4127.949,4190.256,4175.513,4189.359,4206.41,4184.359,4160.769,4205.256,4162.179,4187.308
4196.026,4121.41,4199.487,4174.103,4121.026,4190.513,4174.103,4170.897,4185.128,4180.897,4153.205,4201.154,4164.744,4193.333
4200.513,4127.179,4200.128,4180.897,4133.077,4202.821,4175.513,4166.538,4182.564,4179.872,4151.923,4200.128,4169.744,4199.487
4202.051,4131.41,4200.0,4184.744,4147.179,4208.59,4173.462,4175.641,4194.487,4184.103,4158.974,4204.359,4171.41,4202.692
4201.154,4135.897,4198.846,4183.59,4139.103,4194.872,4167.821,4167.564,4184.615,4178.974,4160.256,4201.923,4168.846,4199.872
