0,1,2,3,4,5,6,7,8,9,10,11,12,13
4194.615,4169.872,4202.308,4208.462,4208.462,4212.179,4217.051,4221.538,4221.026,4153.974,4233.077,4170.0,4190.897,4179.103
4199.744,4181.154,4204.103,4214.744,4213.077,4212.821,4217.821,4216.154,4219.744,4155.769,4230.385,4173.077,4194.615,4180.641
4194.744,4176.154,4197.949,4210.641,4204.872,4208.205,4211.795,4211.154,4210.769,4151.026,4222.949,4172.692,4188.846,4186.026
4190.513,4169.872,4203.718,4208.59,4202.051,4206.667,4207.308,4209.359,4208.974,4148.462,4221.923,4173.846,4185.769,4190.128
4200.256,4182.308,4214.744,4216.026,4215.128,4211.41,4210.385,4220.513,4219.615,4161.667,4231.538,4186.154,4198.718,4193.077
4206.795,4192.436,4211.154,4218.718,4218.462,4212.692,4206.154,4228.718,4225.513,4173.077,4234.231,4190.256,4204.487,4190.513
4201.923,4191.026,4207.692,4216.41,4207.436,4212.821,4200.513,4226.667,4224.615,4168.462,4230.385,4183.59,4201.538,4191.154
4198.462,4189.872,4211.41,4215.128,4202.564,4210.385,4202.436,4225.385,4221.538,4156.923,4228.333,4183.59,4202.051,4196.667
4195.256,4186.282,4206.538,4214.231,4201.923,4202.692,4204.487,4220.385,4212.308,4145.641,4216.795,4178.974,4191.41,4190.385
4189.103,4181.538,4199.359,4214.359,4200.256,4203.718,4207.821,4215.256,4207.564,4142.308,4202.564,4166.026,4180.641,4177.692
4183.077,4183.59,4201.026,4211.923,4202.308,4210.897,4213.59,4218.205,4211.538,4143.205,4202.436,4164.872,4184.487,4177.949
4175.513,4181.154,4197.179,4203.333,4204.872,4211.923,4211.026,4216.538,4211.538,4139.359,4202.821,4167.051,4186.538,4180.385
4170.385,4171.154,4185.513,4196.795,4201.667,4210.769,4208.462,4210.128,4209.103,4139.744,4197.179,4156.923,4181.026,4170.128
4171.667,4169.744,4181.667,4198.462,4197.308,4211.667,4214.615,4216.154,4214.744,4151.923,4194.744,4152.564,4181.154,4165.513
4179.744,4176.282,4190.385,4203.974,4201.282,4212.179,4214.872,4227.179,4220.128,4159.744,4199.872,4166.154,4186.795,4174.744
4186.795,4180.0,4198.462,4205.897,4205.641,4210.385,4207.308,4223.077,4216.667,4154.359,4207.308,4173.974,4189.487,4178.462
4191.795,4184.487,4200.513,4208.59,4204.744,4207.051,4200.128,4212.179,4213.846,4155.641,4211.923,4175.128,4193.718,4177.949
4203.205,4192.949,4210.769,4217.051,4211.667,4205.385,4197.436,4221.795,4221.154,4171.667,4222.564,4187.564,4202.949,4189.487
4211.923,4193.205,4220.128,4216.795,4217.179,4207.692,4200.256,4238.333,4227.179,4178.077,4241.282,4198.333,4205.897,4196.538
4199.103,4180.769,4209.359,4204.487,4204.872,4206.538,4201.538,4235.769,4220.0,4161.667,4238.59,4186.154,4191.667,4181.538
4177.564,4170.0,4193.333,4196.795,4192.949,4202.949,4204.359,4226.923,4211.538,4143.718,4211.538,4171.154,4176.41,4169.487
4174.359,4169.487,4196.154,4198.333,4200.256,4206.667,4211.026,4224.744,4209.615,4140.769,4198.205,4169.615,4177.308,4173.718
4174.872,4167.051,4200.513,4197.949,4204.872,4213.59,4217.436,4213.462,4203.462,4140.385,4199.359,4167.051,4178.718,4173.205
